"Data";"Hora (UTC)";"Temp. [Hora] (C)";"Umi. (%)";"Pressao (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Nebulosidade (Decimos)";"Insolacao (h)";"Temp. Max. [Diaria] (h)";"Temp. Min. [Diaria] (h)";"Chuva [Diaria] (mm)"
"25/03/2024";"0900";"";"";"";"";"";"";"";"";"";""
"25/03/2024";"1200";"22,1";"75,0";"926,0";"3,1";"100,0";"6,3";"";"";"18,1";"0,0"
"25/03/2024";"1500";"";"";"";"";"";"";"";"";"";""
"25/03/2024";"1800";"25,5";"64,0";"922,7";"4,1";"150,0";"7,5";"";"";"";""
"25/03/2024";"2100";"";"";"";"";"";"";"";"";"";""
"26/03/2024";"0000";"19,8";"90,0";"925,9";"4,1";"140,0";"10,0";"";"24,0";"";""
"26/03/2024";"0300";"";"";"";"";"";"";"";"";"";""
"26/03/2024";"0600";"";"";"";"";"";"";"";"";"";""
"26/03/2024";"0900";"";"";"";"";"";"";"";"";"";""
"26/03/2024";"1200";"21,6";"73,0";"926,8";"2,6";"130,0";"3,8";"";"";"18,2";"0,0"
"26/03/2024";"1500";"";"";"";"";"";"";"";"";"";""
"26/03/2024";"1800";"21,6";"78,0";"926,0";"7,2";"150,0";"10,0";"";"";"";""
"26/03/2024";"2100";"";"";"";"";"";"";"";"";"";""
"27/03/2024";"0000";"18,3";"90,0";"928,0";"4,1";"150,0";"10,0";"";"20,2";"";""
"27/03/2024";"0300";"";"";"";"";"";"";"";"";"";""
"27/03/2024";"0600";"";"";"";"";"";"";"";"";"";""
"27/03/2024";"0900";"";"";"";"";"";"";"";"";"";""
"27/03/2024";"1200";"19,4";"81,0";"929,2";"4,6";"130,0";"10,0";"";"";"18,2";"0,6"
"27/03/2024";"1500";"";"";"";"";"";"";"";"";"";""
"27/03/2024";"1800";"18,7";"86,0";"927,6";"3,6";"140,0";"10,0";"";"";"";""
"27/03/2024";"2100";"";"";"";"";"";"";"";"";"";""
"28/03/2024";"0000";"18,7";"86,0";"929,1";"3,6";"130,0";"10,0";"";"21,0";"";""
"28/03/2024";"0300";"";"";"";"";"";"";"";"";"";""
"28/03/2024";"0600";"";"";"";"";"";"";"";"";"";""
"28/03/2024";"0900";"";"";"";"";"";"";"";"";"";""
"28/03/2024";"1200";"19,4";"90,0";"929,7";"2,6";"90,0";"10,0";"";"";"18,3";"4,0"
"28/03/2024";"1500";"";"";"";"";"";"";"";"";"";""
"28/03/2024";"1800";"21,0";"85,0";"927,5";"2,1";"80,0";"8,8";"";"";"";""
"28/03/2024";"2100";"";"";"";"";"";"";"";"";"";""
"29/03/2024";"0000";"19,8";"91,0";"929,0";"3,1";"170,0";"8,8";"";"25,6";"";""
"29/03/2024";"0300";"";"";"";"";"";"";"";"";"";""
"29/03/2024";"0600";"";"";"";"";"";"";"";"";"";""
"29/03/2024";"0900";"";"";"";"";"";"";"";"";"";""
"29/03/2024";"1200";"21,4";"87,0";"929,1";"1,5";"30,0";"10,0";"";"";"19,7";"6,0"
"29/03/2024";"1500";"";"";"";"";"";"";"";"";"";""
"29/03/2024";"1800";"25,1";"68,0";"926,2";"2,6";"310,0";"8,8";"";"";"";""
"29/03/2024";"2100";"";"";"";"";"";"";"";"";"";""
"30/03/2024";"0000";"21,4";"86,0";"927,0";"3,6";"180,0";"7,5";"";"27,2";"";""
"30/03/2024";"0300";"";"";"";"";"";"";"";"";"";""
"30/03/2024";"0600";"";"";"";"";"";"";"";"";"";""
"30/03/2024";"0900";"";"";"";"";"";"";"";"";"";""
"30/03/2024";"1200";"21,0";"83,0";"927,5";"0,5";"80,0";"10,0";"";"";"19,5";"0,0"
"30/03/2024";"1500";"";"";"";"";"";"";"";"";"";""
"30/03/2024";"1800";"26,0";"62,0";"924,8";"5,1";"190,0";"5,0";"";"";"";""
"30/03/2024";"2100";"";"";"";"";"";"";"";"";"";""
"31/03/2024";"0000";"19,7";"87,0";"926,1";"2,1";"150,0";"2,5";"";"29,4";"";""
"31/03/2024";"0300";"";"";"";"";"";"";"";"";"";""
"31/03/2024";"0600";"";"";"";"";"";"";"";"";"";""
"31/03/2024";"0900";"";"";"";"";"";"";"";"";"";""
"31/03/2024";"1200";"22,6";"72,0";"926,4";"1,5";"40,0";"0,0";"";"";"17,7";"0,0"
"31/03/2024";"1500";"";"";"";"";"";"";"";"";"";""
"31/03/2024";"1800";"29,4";"30,0";"923,6";"3,1";"190,0";"2,5";"";"";"";""
"31/03/2024";"2100";"";"";"";"";"";"";"";"";"";""
"01/04/2024";"0000";"21,3";"80,0";"925,7";"1,5";"100,0";"0,0";"";"28,2";"";""
"01/04/2024";"0300";"";"";"";"";"";"";"";"";"";""
"01/04/2024";"0600";"";"";"";"";"";"";"";"";"";""
"01/04/2024";"0900";"";"";"";"";"";"";"";"";"";""
"01/04/2024";"1200";"21,0";"72,0";"925,4";"2,6";"80,0";"6,3";"";"";"19,0";"0,0"
"01/04/2024";"1500";"";"";"";"";"";"";"";"";"";""
"01/04/2024";"1800";"27,8";"28,0";"923,5";"1,5";"170,0";"3,8";"";"";"";""
"01/04/2024";"2100";"";"";"";"";"";"";"";"";"";""
"02/04/2024";"0000";"20,3";"81,0";"924,9";"3,1";"140,0";"7,5";"";"28,6";"";""
"02/04/2024";"0300";"";"";"";"";"";"";"";"";"";""
"02/04/2024";"0600";"";"";"";"";"";"";"";"";"";""
"02/04/2024";"0900";"";"";"";"";"";"";"";"";"";""
"02/04/2024";"1200";"21,5";"79,0";"924,7";"2,6";"60,0";"8,8";"";"";"19,8";"0,0"
"02/04/2024";"1500";"";"";"";"";"";"";"";"";"";""
"02/04/2024";"1800";"27,6";"41,0";"922,1";"1,5";"200,0";"8,8";"";"";"";""
"02/04/2024";"2100";"";"";"";"";"";"";"";"";"";""
"03/04/2024";"0000";"23,4";"60,0";"924,1";"2,1";"140,0";"2,5";"";"28,6";"";""
"03/04/2024";"0300";"";"";"";"";"";"";"";"";"";""
"03/04/2024";"0600";"";"";"";"";"";"";"";"";"";""
"03/04/2024";"0900";"";"";"";"";"";"";"";"";"";""
"03/04/2024";"1200";"21,6";"77,0";"926,7";"3,1";"200,0";"7,5";"";"";"19,6";"0,0"
"03/04/2024";"1500";"";"";"";"";"";"";"";"";"";""
"03/04/2024";"1800";"28,6";"53,0";"923,8";"4,1";"190,0";"2,5";"";"";"";""
"03/04/2024";"2100";"";"";"";"";"";"";"";"";"";""
"04/04/2024";"0000";"20,5";"88,0";"925,8";"3,6";"140,0";"6,3";"";"32,0";"";""
"04/04/2024";"0300";"";"";"";"";"";"";"";"";"";""
"04/04/2024";"0600";"";"";"";"";"";"";"";"";"";""
"04/04/2024";"0900";"";"";"";"";"";"";"";"";"";""
"04/04/2024";"1200";"23,6";"72,0";"927,5";"2,6";"60,0";"0,0";"";"";"18,2";"0,0"
"04/04/2024";"1500";"";"";"";"";"";"";"";"";"";""
"04/04/2024";"1800";"32,0";"35,0";"924,1";"1,5";"190,0";"5,0";"";"";"";""
"04/04/2024";"2100";"";"";"";"";"";"";"";"";"";""
"05/04/2024";"0000";"21,2";"89,0";"926,4";"3,1";"150,0";"5,0";"";"31,5";"";""
"05/04/2024";"0300";"";"";"";"";"";"";"";"";"";""
"05/04/2024";"0600";"";"";"";"";"";"";"";"";"";""
"05/04/2024";"0900";"";"";"";"";"";"";"";"";"";""
"05/04/2024";"1200";"22,4";"77,0";"927,9";"2,6";"40,0";"2,5";"";"";"20,0";"0,0"
"05/04/2024";"1500";"";"";"";"";"";"";"";"";"";""
"05/04/2024";"1800";"31,5";"27,0";"924,6";"1,0";"60,0";"0,0";"";"";"";""
"05/04/2024";"2100";"";"";"";"";"";"";"";"";"";""
"06/04/2024";"0000";"21,2";"84,0";"926,6";"3,6";"160,0";"10,0";"";"24,1";"";""
"06/04/2024";"0300";"";"";"";"";"";"";"";"";"";""
"06/04/2024";"0600";"";"";"";"";"";"";"";"";"";""
"06/04/2024";"0900";"";"";"";"";"";"";"";"";"";""
"06/04/2024";"1200";"22,8";"69,0";"928,1";"4,6";"160,0";"5,0";"";"";"19,2";"0,0"
"06/04/2024";"1500";"";"";"";"";"";"";"";"";"";""
"06/04/2024";"1800";"23,5";"71,0";"926,4";"5,7";"170,0";"7,5";"";"";"";""
"06/04/2024";"2100";"";"";"";"";"";"";"";"";"";""
"07/04/2024";"0000";"20,1";"88,0";"928,4";"3,6";"150,0";"6,3";"";"25,2";"";""
"07/04/2024";"0300";"";"";"";"";"";"";"";"";"";""
"07/04/2024";"0600";"";"";"";"";"";"";"";"";"";""
"07/04/2024";"0900";"";"";"";"";"";"";"";"";"";""
"07/04/2024";"1200";"21,0";"81,0";"928,7";"3,1";"90,0";"7,5";"";"";"18,9";"0,0"
"07/04/2024";"1500";"";"";"";"";"";"";"";"";"";""
"07/04/2024";"1800";"24,9";"68,0";"925,9";"4,6";"160,0";"6,3";"";"";"";""
"07/04/2024";"2100";"";"";"";"";"";"";"";"";"";""
"08/04/2024";"0000";"20,8";"88,0";"927,1";"2,1";"150,0";"7,5";"";"26,2";"";""
"08/04/2024";"0300";"";"";"";"";"";"";"";"";"";""
"08/04/2024";"0600";"";"";"";"";"";"";"";"";"";""
"08/04/2024";"0900";"";"";"";"";"";"";"";"";"";""
"08/04/2024";"1200";"21,8";"79,0";"926,6";"3,1";"50,0";"7,5";"";"";"19,7";"0,0"
"08/04/2024";"1500";"";"";"";"";"";"";"";"";"";""
"08/04/2024";"1800";"26,0";"56,0";"924,4";"2,6";"310,0";"10,0";"";"";"";""
"08/04/2024";"2100";"";"";"";"";"";"";"";"";"";""
"09/04/2024";"0000";"20,8";"84,0";"926,2";"2,6";"150,0";"10,0";"";"27,3";"";""
"09/04/2024";"0300";"";"";"";"";"";"";"";"";"";""
"09/04/2024";"0600";"";"";"";"";"";"";"";"";"";""
"09/04/2024";"0900";"";"";"";"";"";"";"";"";"";""
"09/04/2024";"1200";"24,2";"72,0";"926,4";"2,1";"10,0";"2,5";"";"";"19,5";"0,6"
"09/04/2024";"1500";"";"";"";"";"";"";"";"";"";""
"09/04/2024";"1800";"27,3";"54,0";"923,9";"3,1";"290,0";"6,3";"";"";"";""
"09/04/2024";"2100";"";"";"";"";"";"";"";"";"";""
"10/04/2024";"0000";"21,6";"82,0";"925,4";"1,0";"50,0";"7,5";"";"29,5";"";""
"10/04/2024";"0300";"";"";"";"";"";"";"";"";"";""
"10/04/2024";"0600";"";"";"";"";"";"";"";"";"";""
"10/04/2024";"0900";"";"";"";"";"";"";"";"";"";""
"10/04/2024";"1200";"24,1";"71,0";"925,9";"1,0";"40,0";"0,0";"";"";"20,2";"0,0"
"10/04/2024";"1500";"";"";"";"";"";"";"";"";"";""
"10/04/2024";"1800";"25,5";"72,0";"922,4";"5,7";"160,0";"6,3";"";"";"";""
"10/04/2024";"2100";"";"";"";"";"";"";"";"";"";""
"11/04/2024";"0000";"20,9";"88,0";"924,5";"3,6";"150,0";"7,5";"";"25,6";"";""
"11/04/2024";"0300";"";"";"";"";"";"";"";"";"";""
"11/04/2024";"0600";"";"";"";"";"";"";"";"";"";""
"11/04/2024";"0900";"";"";"";"";"";"";"";"";"";""
"11/04/2024";"1200";"20,5";"89,0";"927,2";"4,1";"130,0";"7,5";"";"";"20,2";"0,0"
"11/04/2024";"1500";"";"";"";"";"";"";"";"";"";""
"11/04/2024";"1800";"22,5";"82,0";"925,5";"7,2";"150,0";"10,0";"";"";"";""
"11/04/2024";"2100";"";"";"";"";"";"";"";"";"";""
"12/04/2024";"0000";"20,4";"91,0";"928,4";"4,6";"140,0";"10,0";"";"26,3";"";""
"12/04/2024";"0300";"";"";"";"";"";"";"";"";"";""
"12/04/2024";"0600";"";"";"";"";"";"";"";"";"";""
"12/04/2024";"0900";"";"";"";"";"";"";"";"";"";""
"12/04/2024";"1200";"22,6";"72,0";"929,2";"4,6";"100,0";"8,8";"";"";"19,5";"0,3"
"12/04/2024";"1500";"";"";"";"";"";"";"";"";"";""
"12/04/2024";"1800";"25,5";"67,0";"927,1";"6,7";"150,0";"6,3";"";"";"";""
"12/04/2024";"2100";"";"";"";"";"";"";"";"";"";""
"13/04/2024";"0000";"21,3";"84,0";"928,4";"4,6";"140,0";"8,8";"";"28,2";"";""
"13/04/2024";"0300";"";"";"";"";"";"";"";"";"";""
"13/04/2024";"0600";"";"";"";"";"";"";"";"";"";""
"13/04/2024";"0900";"";"";"";"";"";"";"";"";"";""
"13/04/2024";"1200";"22,2";"73,0";"929,3";"3,6";"70,0";"3,8";"";"";"19,8";"0,0"
"13/04/2024";"1500";"";"";"";"";"";"";"";"";"";""
"13/04/2024";"1800";"27,1";"62,0";"925,2";"4,6";"150,0";"5,0";"";"";"";""
"13/04/2024";"2100";"";"";"";"";"";"";"";"";"";""
"14/04/2024";"0000";"21,2";"84,0";"926,4";"3,6";"130,0";"10,0";"";"26,3";"";""
"14/04/2024";"0300";"";"";"";"";"";"";"";"";"";""
"14/04/2024";"0600";"";"";"";"";"";"";"";"";"";""
"14/04/2024";"0900";"";"";"";"";"";"";"";"";"";""
"14/04/2024";"1200";"22,4";"78,0";"927,0";"3,6";"70,0";"0,0";"";"";"21,0";"0,0"
"14/04/2024";"1500";"";"";"";"";"";"";"";"";"";""
"14/04/2024";"1800";"26,3";"56,0";"924,8";"1,0";"60,0";"8,8";"";"";"";""
"14/04/2024";"2100";"";"";"";"";"";"";"";"";"";""
"15/04/2024";"0000";"21,5";"87,0";"926,6";"3,6";"150,0";"10,0";"";"28,3";"";""
"15/04/2024";"0300";"";"";"";"";"";"";"";"";"";""
"15/04/2024";"0600";"";"";"";"";"";"";"";"";"";""
"15/04/2024";"0900";"";"";"";"";"";"";"";"";"";""
"15/04/2024";"1200";"21,6";"87,0";"927,5";"2,1";"70,0";"0,0";"";"";"20,9";"0,2"
"15/04/2024";"1500";"";"";"";"";"";"";"";"";"";""
"15/04/2024";"1800";"27,6";"50,0";"924,7";"1,5";"350,0";"7,5";"";"";"";""
"15/04/2024";"2100";"";"";"";"";"";"";"";"";"";""
"16/04/2024";"0000";"21,8";"87,0";"927,6";"2,6";"100,0";"8,8";"";"29,7";"";""
"16/04/2024";"0300";"";"";"";"";"";"";"";"";"";""
"16/04/2024";"0600";"";"";"";"";"";"";"";"";"";""
"16/04/2024";"0900";"";"";"";"";"";"";"";"";"";""
"16/04/2024";"1200";"24,6";"69,0";"928,1";"3,6";"30,0";"0,0";"";"";"21,1";"0,0"
"16/04/2024";"1500";"";"";"";"";"";"";"";"";"";""
"16/04/2024";"1800";"29,2";"48,0";"924,9";"2,6";"290,0";"7,5";"";"";"";""
"16/04/2024";"2100";"";"";"";"";"";"";"";"";"";""
"17/04/2024";"0000";"23,6";"82,0";"926,7";"4,1";"180,0";"8,8";"";"28,0";"";""
"17/04/2024";"0300";"";"";"";"";"";"";"";"";"";""
"17/04/2024";"0600";"";"";"";"";"";"";"";"";"";""
"17/04/2024";"0900";"";"";"";"";"";"";"";"";"";""
"17/04/2024";"1200";"24,3";"75,0";"926,6";"2,6";"10,0";"8,8";"";"";"21,9";"0,5"
"17/04/2024";"1500";"";"";"";"";"";"";"";"";"";""
"17/04/2024";"1800";"27,1";"62,0";"923,6";"4,1";"320,0";"6,3";"";"";"";""
"17/04/2024";"2100";"";"";"";"";"";"";"";"";"";""
"18/04/2024";"0000";"22,6";"86,0";"925,7";"4,1";"200,0";"5,0";"";"";"";""
"18/04/2024";"0300";"";"";"";"";"";"";"";"";"";""
"18/04/2024";"0600";"";"";"";"";"";"";"";"";"";""
"18/04/2024";"0900";"";"";"";"";"";"";"";"";"";""
"18/04/2024";"1200";"16,9";"90,0";"928,5";"6,2";"160,0";"8,8";"";"";"17,3";"3,0"
"18/04/2024";"1500";"";"";"";"";"";"";"";"";"";""
"18/04/2024";"1800";"17,6";"83,0";"927,7";"5,1";"160,0";"8,8";"";"";"";""
"18/04/2024";"2100";"";"";"";"";"";"";"";"";"";""
"19/04/2024";"0000";"16,6";"86,0";"928,9";"4,1";"150,0";"7,5";"";"21,7";"";""
"19/04/2024";"0300";"";"";"";"";"";"";"";"";"";""
"19/04/2024";"0600";"";"";"";"";"";"";"";"";"";""
"19/04/2024";"0900";"";"";"";"";"";"";"";"";"";""
"19/04/2024";"1200";"17,5";"61,0";"929,5";"3,1";"130,0";"0,0";"";"";"";"0,0"
"19/04/2024";"1500";"";"";"";"";"";"";"";"";"";""
"19/04/2024";"1800";"21,4";"49,0";"927,8";"5,1";"150,0";"0,0";"";"";"";""
"19/04/2024";"2100";"";"";"";"";"";"";"";"";"";""
"20/04/2024";"0000";"16,5";"79,0";"929,8";"4,1";"110,0";"6,3";"";"24,6";"";""
"20/04/2024";"0300";"";"";"";"";"";"";"";"";"";""
"20/04/2024";"0600";"";"";"";"";"";"";"";"";"";""
"20/04/2024";"0900";"";"";"";"";"";"";"";"";"";""
"20/04/2024";"1200";"18,6";"76,0";"930,7";"3,6";"90,0";"6,3";"";"";"16,3";"0,0"
"20/04/2024";"1500";"";"";"";"";"";"";"";"";"";""
"20/04/2024";"1800";"23,4";"66,0";"927,6";"5,1";"150,0";"1,3";"";"";"";""
"20/04/2024";"2100";"";"";"";"";"";"";"";"";"";""
"21/04/2024";"0000";"16,8";"89,0";"929,3";"3,6";"160,0";"1,3";"";"27,9";"";""
"21/04/2024";"0300";"";"";"";"";"";"";"";"";"";""
"21/04/2024";"0600";"";"";"";"";"";"";"";"";"";""
"21/04/2024";"0900";"";"";"";"";"";"";"";"";"";""
"21/04/2024";"1200";"18,0";"85,0";"929,5";"2,1";"30,0";"7,5";"";"";"16,5";"0,0"
"21/04/2024";"1500";"";"";"";"";"";"";"";"";"";""
"21/04/2024";"1800";"27,9";"31,0";"925,7";"3,1";"330,0";"0,0";"";"";"";""
"21/04/2024";"2100";"";"";"";"";"";"";"";"";"";""
"22/04/2024";"0000";"20,5";"76,0";"926,7";"1,5";"150,0";"0,0";"";"28,0";"";""
"22/04/2024";"0300";"";"";"";"";"";"";"";"";"";""
"22/04/2024";"0600";"";"";"";"";"";"";"";"";"";""
"22/04/2024";"0900";"";"";"";"";"";"";"";"";"";""
"22/04/2024";"1200";"22,0";"68,0";"927,8";"1,5";"10,0";"0,0";"";"";"18,0";"0,0"
"22/04/2024";"1500";"";"";"";"";"";"";"";"";"";""
"22/04/2024";"1800";"27,9";"31,0";"923,9";"3,6";"290,0";"1,3";"";"";"";""
"22/04/2024";"2100";"";"";"";"";"";"";"";"";"";""
"23/04/2024";"0000";"21,2";"67,0";"925,9";"0,5";"120,0";"1,3";"";"29,4";"";""
"23/04/2024";"0300";"";"";"";"";"";"";"";"";"";""
"23/04/2024";"0600";"";"";"";"";"";"";"";"";"";""
"23/04/2024";"0900";"";"";"";"";"";"";"";"";"";""
"23/04/2024";"1200";"22,7";"59,0";"926,5";"2,6";"10,0";"6,3";"";"";"19,2";"0,0"
"23/04/2024";"1500";"";"";"";"";"";"";"";"";"";""
"23/04/2024";"1800";"29,4";"32,0";"924,0";"3,6";"340,0";"6,3";"";"";"";""
"23/04/2024";"2100";"";"";"";"";"";"";"";"";"";""
"24/04/2024";"0000";"24,4";"47,0";"925,7";"1,0";"30,0";"2,5";"";"29,5";"";""
"24/04/2024";"0300";"";"";"";"";"";"";"";"";"";""
"24/04/2024";"0600";"";"";"";"";"";"";"";"";"";""
"24/04/2024";"0900";"";"";"";"";"";"";"";"";"";""
"24/04/2024";"1200";"24,1";"50,0";"926,9";"3,1";"330,0";"0,0";"";"";"19,7";"0,0"
"24/04/2024";"1500";"";"";"";"";"";"";"";"";"";""
"24/04/2024";"1800";"29,5";"40,0";"924,5";"3,6";"280,0";"1,3";"";"";"";""
"24/04/2024";"2100";"";"";"";"";"";"";"";"";"";""
"25/04/2024";"0000";"21,6";"73,0";"927,6";"4,1";"190,0";"0,0";"";"25,5";"";""
"25/04/2024";"0300";"";"";"";"";"";"";"";"";"";""
"25/04/2024";"0600";"";"";"";"";"";"";"";"";"";""
"25/04/2024";"0900";"";"";"";"";"";"";"";"";"";""
"25/04/2024";"1200";"23,1";"71,0";"928,3";"2,6";"60,0";"6,3";"";"";"20,3";"0,0"
"25/04/2024";"1500";"";"";"";"";"";"";"";"";"";""
"25/04/2024";"1800";"22,9";"78,0";"925,8";"5,7";"180,0";"7,5";"";"";"";""
"25/04/2024";"2100";"";"";"";"";"";"";"";"";"";""
"26/04/2024";"0000";"19,8";"93,0";"928,3";"4,1";"160,0";"7,5";"";"26,9";"";""
"26/04/2024";"0300";"";"";"";"";"";"";"";"";"";""
"26/04/2024";"0600";"";"";"";"";"";"";"";"";"";""
"26/04/2024";"0900";"";"";"";"";"";"";"";"";"";""
"26/04/2024";"1200";"22,2";"79,0";"928,7";"3,1";"100,0";"7,5";"";"";"19,8";"0,0"
"26/04/2024";"1500";"";"";"";"";"";"";"";"";"";""
"26/04/2024";"1800";"26,1";"66,0";"925,0";"4,6";"180,0";"5,0";"";"";"";""
"26/04/2024";"2100";"";"";"";"";"";"";"";"";"";""
"27/04/2024";"0000";"20,3";"91,0";"926,4";"1,5";"140,0";"6,3";"";"30,3";"";""
"27/04/2024";"0300";"";"";"";"";"";"";"";"";"";""
"27/04/2024";"0600";"";"";"";"";"";"";"";"";"";""
"27/04/2024";"0900";"";"";"";"";"";"";"";"";"";""
"27/04/2024";"1200";"23,5";"73,0";"926,6";"3,1";"30,0";"0,0";"";"";"19,9";"0,0"
"27/04/2024";"1500";"";"";"";"";"";"";"";"";"";""
"27/04/2024";"1800";"30,3";"39,0";"923,2";"4,1";"320,0";"3,8";"";"";"";""
"27/04/2024";"2100";"";"";"";"";"";"";"";"";"";""
"28/04/2024";"0000";"26,0";"54,0";"923,7";"3,1";"340,0";"0,0";"";"30,4";"";""
"28/04/2024";"0300";"";"";"";"";"";"";"";"";"";""
"28/04/2024";"0600";"";"";"";"";"";"";"";"";"";""
"28/04/2024";"0900";"";"";"";"";"";"";"";"";"";""
"28/04/2024";"1200";"25,6";"56,0";"925,9";"5,1";"330,0";"0,0";"";"";"21,7";"0,0"
"28/04/2024";"1500";"";"";"";"";"";"";"";"";"";""
"28/04/2024";"1800";"30,0";"38,0";"923,3";"5,7";"330,0";"6,3";"";"";"";""
"28/04/2024";"2100";"";"";"";"";"";"";"";"";"";""
"29/04/2024";"0000";"21,8";"90,0";"925,1";"3,6";"150,0";"1,3";"";"30,7";"";""
"29/04/2024";"0300";"";"";"";"";"";"";"";"";"";""
"29/04/2024";"0600";"";"";"";"";"";"";"";"";"";""
"29/04/2024";"0900";"";"";"";"";"";"";"";"";"";""
"29/04/2024";"1200";"22,5";"79,0";"928,0";"3,1";"70,0";"7,5";"";"";"20,9";"0,0"
"29/04/2024";"1500";"";"";"";"";"";"";"";"";"";""
"29/04/2024";"1800";"30,7";"36,0";"924,4";"3,1";"340,0";"1,3";"";"";"";""
"29/04/2024";"2100";"";"";"";"";"";"";"";"";"";""
"30/04/2024";"0000";"26,9";"58,0";"926,0";"3,1";"50,0";"3,8";"";"30,9";"";""
"30/04/2024";"0300";"";"";"";"";"";"";"";"";"";""
"30/04/2024";"0600";"";"";"";"";"";"";"";"";"";""
"30/04/2024";"0900";"";"";"";"";"";"";"";"";"";""
"30/04/2024";"1200";"25,3";"60,0";"927,7";"2,1";"40,0";"0,0";"";"";"22,0";"0,0"
"30/04/2024";"1500";"";"";"";"";"";"";"";"";"";""
"30/04/2024";"1800";"30,9";"29,0";"924,4";"3,6";"330,0";"5,0";"";"";"";""
"30/04/2024";"2100";"";"";"";"";"";"";"";"";"";""
"01/05/2024";"0000";"25,6";"53,0";"926,2";"2,1";"120,0";"0,0";"";"";"";""
"01/05/2024";"0300";"";"";"";"";"";"";"";"";"";""
"01/05/2024";"0600";"";"";"";"";"";"";"";"";"";""
"01/05/2024";"0900";"";"";"";"";"";"";"";"";"";""
"01/05/2024";"1200";"25,2";"57,0";"926,4";"1,5";"20,0";"0,0";"";"";"";"0,0"
"01/05/2024";"1500";"";"";"";"";"";"";"";"";"";""
"01/05/2024";"1800";"30,3";"27,0";"923,0";"5,1";"310,0";"2,5";"";"";"";""
"01/05/2024";"2100";"";"";"";"";"";"";"";"";"";""
"02/05/2024";"0000";"26,4";"43,0";"923,8";"1,5";"90,0";"0,0";"";"";"";""
"02/05/2024";"0300";"";"";"";"";"";"";"";"";"";""
"02/05/2024";"0600";"";"";"";"";"";"";"";"";"";""
"02/05/2024";"0900";"";"";"";"";"";"";"";"";"";""
"02/05/2024";"1200";"26,1";"51,0";"923,7";"4,6";"330,0";"0,0";"";"";"";"0,0"
"02/05/2024";"1500";"";"";"";"";"";"";"";"";"";""
"02/05/2024";"1800";"30,9";"30,0";"920,6";"7,7";"320,0";"0,0";"";"";"";""
"02/05/2024";"2100";"";"";"";"";"";"";"";"";"";""
"03/05/2024";"0000";"27,6";"38,0";"923,4";"1,5";"280,0";"0,0";"";"";"";""
"03/05/2024";"0300";"";"";"";"";"";"";"";"";"";""
"03/05/2024";"0600";"";"";"";"";"";"";"";"";"";""
"03/05/2024";"0900";"";"";"";"";"";"";"";"";"";""
"03/05/2024";"1200";"24,2";"68,0";"925,7";"1,5";"30,0";"5,0";"";"";"";"0,0"
"03/05/2024";"1500";"";"";"";"";"";"";"";"";"";""
"03/05/2024";"1800";"30,3";"33,0";"922,9";"3,6";"340,0";"3,8";"";"";"";""
"03/05/2024";"2100";"";"";"";"";"";"";"";"";"";""
"04/05/2024";"0000";"19,6";"87,0";"925,9";"2,1";"140,0";"0,0";"";"";"";""
"04/05/2024";"0300";"";"";"";"";"";"";"";"";"";""
"04/05/2024";"0600";"";"";"";"";"";"";"";"";"";""
"04/05/2024";"0900";"";"";"";"";"";"";"";"";"";""
"04/05/2024";"1200";"24,6";"61,0";"928,0";"2,1";"50,0";"0,0";"";"";"19,6";"0,0"
"04/05/2024";"1500";"";"";"";"";"";"";"";"";"";""
"04/05/2024";"1800";"31,4";"25,0";"925,1";"4,1";"340,0";"0,0";"";"";"";""
"04/05/2024";"2100";"";"";"";"";"";"";"";"";"";""
"05/05/2024";"0000";"26,0";"51,0";"928,5";"2,6";"120,0";"0,0";"";"";"";""
"05/05/2024";"0300";"";"";"";"";"";"";"";"";"";""
"05/05/2024";"0600";"";"";"";"";"";"";"";"";"";""
"05/05/2024";"0900";"";"";"";"";"";"";"";"";"";""
"05/05/2024";"1200";"24,7";"58,0";"930,2";"2,1";"30,0";"0,0";"";"";"";"0,0"
"05/05/2024";"1500";"";"";"";"";"";"";"";"";"";""
"05/05/2024";"1800";"31,5";"20,0";"926,5";"3,6";"320,0";"0,0";"";"";"";""
"05/05/2024";"2100";"";"";"";"";"";"";"";"";"";""
"06/05/2024";"0000";"22,5";"70,0";"928,8";"1,0";"110,0";"0,0";"";"29,7";"";""
"06/05/2024";"0300";"";"";"";"";"";"";"";"";"";""
"06/05/2024";"0600";"";"";"";"";"";"";"";"";"";""
"06/05/2024";"0900";"";"";"";"";"";"";"";"";"";""
"06/05/2024";"1200";"23,0";"59,0";"928,5";"2,1";"30,0";"0,0";"";"";"";"0,0"
"06/05/2024";"1500";"";"";"";"";"";"";"";"";"";""
"06/05/2024";"1800";"29,7";"27,0";"924,0";"3,1";"350,0";"1,3";"";"";"";""
"06/05/2024";"2100";"";"";"";"";"";"";"";"";"";""
"07/05/2024";"0000";"25,7";"47,0";"926,5";"2,1";"70,0";"0,0";"";"";"";""
"07/05/2024";"0300";"";"";"";"";"";"";"";"";"";""
"07/05/2024";"0600";"";"";"";"";"";"";"";"";"";""
"07/05/2024";"0900";"";"";"";"";"";"";"";"";"";""
"07/05/2024";"1200";"24,6";"59,0";"927,0";"3,1";"40,0";"0,0";"";"";"";"0,0"
"07/05/2024";"1500";"";"";"";"";"";"";"";"";"";""
